T1,T2,T3,T4,T5,T6,final_stability,final_resources,final_workload,final_confidence,floor_hit,tags
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,90,35,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,80,45,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,65,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,80,50,65,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,70,60,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,60,70,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),70,60,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,65,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,40,65,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,90,50,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,80,60,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,65,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,65,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Await Additional Data,Commit Remaining Resources,90,50,60,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Await Additional Data,Controlled Response,80,60,60,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Await Additional Data,Protect Reserves,70,70,60,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Calm),80,60,60,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),90,50,60,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,25,50,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Immediate Maintenance Programme,Controlled Response,90,35,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Immediate Maintenance Programme,Protect Reserves,80,45,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,50,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Accept Elevated Risk,Commit Remaining Resources,80,50,50,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Accept Elevated Risk,Controlled Response,70,60,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Accept Elevated Risk,Protect Reserves,60,70,50,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Accept Elevated Risk,Follow AI Rec (Calm),70,60,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,50,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Prioritise Critical Assets,Commit Remaining Resources,100,40,50,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Prioritise Critical Assets,Controlled Response,90,50,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Prioritise Critical Assets,Protect Reserves,80,60,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,50,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,50,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Await Additional Data,Commit Remaining Resources,90,50,45,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Await Additional Data,Controlled Response,80,60,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Await Additional Data,Protect Reserves,70,70,45,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Await Additional Data,Follow AI Rec (Calm),80,60,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Act Independently,Reassure Public,Await Additional Data,Follow AI Rec (Pushy),90,50,45,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Commit Remaining Resources,100,0,40,85,T6:resources,System Collapse
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Controlled Response,90,5,40,80,,System Collapse
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Protect Reserves,80,15,40,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Calm),90,5,40,80,,System Collapse
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,0,40,85,T6:resources,System Collapse
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Commit Remaining Resources,80,20,40,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Controlled Response,70,30,40,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Protect Reserves,60,40,40,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),70,30,40,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),80,20,40,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,100,10,40,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Controlled Response,90,20,40,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,80,30,40,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),90,20,40,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),100,10,40,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Commit Remaining Resources,90,20,35,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Controlled Response,80,30,35,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Protect Reserves,70,40,35,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),80,30,35,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),90,20,35,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,100,15,40,55,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,90,25,40,50,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,80,35,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),90,25,40,50,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,15,40,55,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,80,40,40,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Controlled Response,70,50,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Protect Reserves,60,60,40,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),70,50,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),80,40,40,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,100,30,40,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Controlled Response,90,40,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,80,50,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),90,40,40,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),100,30,40,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Commit Remaining Resources,90,40,35,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Controlled Response,80,50,35,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Protect Reserves,70,60,35,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),80,50,35,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),90,40,35,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,100,15,47,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,90,25,47,65,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,80,35,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),90,25,47,65,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,15,47,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,80,40,47,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,70,50,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,60,60,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),70,50,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),80,40,47,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,30,47,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,90,40,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,80,50,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Calm),90,40,47,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Pushy),100,30,47,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Commit Remaining Resources,90,40,42,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Controlled Response,80,50,42,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Protect Reserves,70,60,42,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Calm),80,50,42,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),90,40,42,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,15,40,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Controlled Response,90,25,40,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Protect Reserves,80,35,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Calm),90,25,40,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,15,40,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Accept Elevated Risk,Commit Remaining Resources,80,40,40,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Accept Elevated Risk,Controlled Response,70,50,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Accept Elevated Risk,Protect Reserves,60,60,40,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Accept Elevated Risk,Follow AI Rec (Calm),70,50,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Accept Elevated Risk,Follow AI Rec (Pushy),80,40,40,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Prioritise Critical Assets,Commit Remaining Resources,100,30,40,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Prioritise Critical Assets,Controlled Response,90,40,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Prioritise Critical Assets,Protect Reserves,80,50,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Calm),90,40,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Pushy),100,30,40,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Await Additional Data,Commit Remaining Resources,90,40,35,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Await Additional Data,Controlled Response,80,50,35,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Await Additional Data,Protect Reserves,70,60,35,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Await Additional Data,Follow AI Rec (Calm),80,50,35,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Escalate Infrastructure Support,Reassure Public,Await Additional Data,Follow AI Rec (Pushy),90,40,35,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Immediate Maintenance Programme,Commit Remaining Resources,100,5,30,85,,System Collapse
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Immediate Maintenance Programme,Controlled Response,90,15,30,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Immediate Maintenance Programme,Protect Reserves,80,25,30,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Calm),90,15,30,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,5,30,85,,System Collapse
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Accept Elevated Risk,Commit Remaining Resources,80,30,30,85,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Accept Elevated Risk,Controlled Response,70,40,30,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Accept Elevated Risk,Protect Reserves,60,50,30,80,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),70,40,30,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),80,30,30,85,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,100,20,30,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Prioritise Critical Assets,Controlled Response,90,30,30,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,80,40,30,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),90,30,30,80,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),100,20,30,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Await Additional Data,Commit Remaining Resources,90,30,25,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Await Additional Data,Controlled Response,80,40,25,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Await Additional Data,Protect Reserves,70,50,25,80,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),80,40,25,80,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),90,30,25,85,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,100,25,30,55,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,90,35,30,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,80,45,30,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,30,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,30,55,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,80,50,30,55,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Accept Elevated Risk,Controlled Response,70,60,30,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Accept Elevated Risk,Protect Reserves,60,70,30,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),70,60,30,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,30,55,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,100,40,30,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Prioritise Critical Assets,Controlled Response,90,50,30,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,80,60,30,50,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,30,50,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,30,55,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Await Additional Data,Commit Remaining Resources,90,50,25,55,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Await Additional Data,Controlled Response,80,60,25,50,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Await Additional Data,Protect Reserves,70,70,25,50,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),80,60,25,50,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),90,50,25,55,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,100,25,45,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,90,35,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,80,45,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,45,70,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,80,50,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,70,60,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,60,70,45,65,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),70,60,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,40,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,90,50,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,80,60,45,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,45,65,,Controlled Recovery
